"accession","title","organism","genus","species","taxon_id","sex","tissue_type","length_aa","has_patent","isoform_info","all_7_TM_helices","TM1","TM2","TM3","TM4","TM5","TM6","TM7","phylo_info_1","phylo_info_2","phylo_info_3","phylo_info_4","phylo_info_5","phylo_info_6","phylo_info_7","phylo_info_8","phylo_info_9","phylo_info_10","phylo_info_11","phylo_info_12","phylo_info_13","phylo_info_14","phylo_lineage","phylo_info_15","phylo_info_16","phylo_info_17","phylo_info_18"
"XP_036968352","alpha-2 adrenergic receptor [Acanthopagrus latus].","Acanthopagrus latus","Acanthopagrus","latus","8177",NA,NA,433,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei",NA,NA,NA,NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei",NA,NA,NA,NA
"XP_029642552","alpha-2 adrenergic receptor [Octopus sinensis].","Octopus sinensis","Octopus","sinensis","2607531",NA,NA,423,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Spiralia","Lophotrochozoa","Mollusca","Cephalopoda","Coleoidea","Octopodiformes","Octopoda","Incirrata",NA,NA,NA,NA,"Eukaryota; Metazoa; Spiralia; Lophotrochozoa; Mollusca; Cephalopoda; Coleoidea; Octopodiformes; Octopoda; Incirrata",NA,NA,NA,NA
"XP_024143245","alpha-2 adrenergic receptor [Oryzias melastigma].","Oryzias melastigma","Oryzias","melastigma","30732","pooled male and female","muscle",433,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Ovalentaria","Atherinomorphae","Beloniformes","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Ovalentaria; Atherinomorphae; Beloniformes",NA,NA,NA,NA
"XP_031154267","alpha-2 adrenergic receptor [Sander lucioperca].","Sander lucioperca","Sander","lucioperca","283035","male","muscle, testis, spleen",433,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Eupercaria","Perciformes","Percoidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Eupercaria; Perciformes; Percoidei; Percidae","Percidae",NA,NA,NA
"KAF7249510","Alpha-2 adrenergic receptor [Varanus komodoensis].","Varanus komodoensis","Varanus","komodoensis","61221","male","blood",401,"no","no","no",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Lepidosauria","Squamata","Bifurcata","Unidentata","Episquamata","Toxicofera","Anguimorpha","Paleoanguimorpha","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Lepidosauria; Squamata; Bifurcata; Unidentata; Episquamata; Toxicofera; Anguimorpha; Paleoanguimorpha; Varanoidea; Varanidae","Varanoidea","Varanidae",NA,NA
"XP_006807781","alpha-2 adrenergic receptor [Neolamprologus brichardi].","Neolamprologus brichardi","Neolamprologus","brichardi","32507","female",NA,433,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Ovalentaria","Cichlomorphae","Cichliformes","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Ovalentaria; Cichlomorphae; Cichliformes; Cichlidae; African cichlids; Pseudocrenilabrinae; Lamprologini","Cichlidae","African cichlids","Pseudocrenilabrinae","Lamprologini"
"XP_035531024","alpha-2 adrenergic receptor [Morone saxatilis].","Morone saxatilis","Morone","saxatilis","34816","pooled male and female","whole blood",433,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei",NA,NA,NA,NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei",NA,NA,NA,NA
"XP_034533156","alpha-2 adrenergic receptor [Notolabrus celidotus].","Notolabrus celidotus","Notolabrus","celidotus","1203425","male","liver",433,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei",NA,NA,NA,NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei",NA,NA,NA,NA
"XP_034413248","alpha-2 adrenergic receptor [Cyclopterus lumpus].","Cyclopterus lumpus","Cyclopterus","lumpus","8103","male","muscle/heart",432,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Eupercaria","Perciformes","Cottioidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Eupercaria; Perciformes; Cottioidei; Cottales","Cottales",NA,NA,NA
"XP_010886159","alpha-2 adrenergic receptor [Esox lucius].","Esox lucius","Esox","lucius","8010",NA,"liver, spleen",433,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Protacanthopterygii",NA,NA,NA,NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Protacanthopterygii",NA,NA,NA,NA
"XP_034082213","alpha-2 adrenergic receptor [Gymnodraco acuticeps].","Gymnodraco acuticeps","Gymnodraco","acuticeps","8218",NA,NA,432,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Eupercaria","Perciformes","Notothenioidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Eupercaria; Perciformes; Notothenioidei",NA,NA,NA,NA
"XP_033992846","alpha-2 adrenergic receptor [Trematomus bernacchii].","Trematomus bernacchii","Trematomus","bernacchii","40690",NA,NA,432,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Eupercaria","Perciformes","Notothenioidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Eupercaria; Perciformes; Notothenioidei",NA,NA,NA,NA
"XP_026208971","alpha-2 adrenergic receptor [Anabas testudineus].","Anabas testudineus","Anabas","testudineus","64144",NA,NA,433,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Anabantaria","Anabantiformes","Anabantoidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Anabantaria; Anabantiformes; Anabantoidei",NA,NA,NA,NA
"KAA0709780","Alpha-2 adrenergic receptor [Triplophysa tibetana].","Triplophysa tibetana","Triplophysa","tibetana","1572043","female","muscle",405,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Ostariophysi",NA,NA,NA,NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi",NA,NA,NA,NA
"TSQ35268","Alpha-2 adrenergic receptor [Bagarius yarrelli].","Bagarius yarrelli","Bagarius","yarrelli","175774","female","muscle",691,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Ostariophysi","Siluriformes",NA,NA,NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Siluriformes",NA,NA,NA,NA
"TNN67880","Alpha-2 adrenergic receptor [Liparis tanakae].","Liparis tanakae","Liparis","tanakae","230148","male","muscle",431,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Eupercaria","Perciformes","Cottioidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Eupercaria; Perciformes; Cottioidei; Cottales","Cottales",NA,NA,NA
"TKS70339","Alpha-2 adrenergic receptor [Collichthys lucidus].","Collichthys lucidus","Collichthys","lucidus","240159","female","muscle",477,"no","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei",NA,NA,NA,NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei",NA,NA,NA,NA
"RXM91821","Alpha-2 adrenergic receptor [Acipenser ruthenus].","Acipenser ruthenus","Acipenser","ruthenus","7906",NA,"blood",430,"no","no","no",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Chondrostei","Acipenseriformes","Acipenseridae",NA,NA,NA,NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Chondrostei; Acipenseriformes; Acipenseridae",NA,NA,NA,NA
"ROL41120","Alpha-2 adrenergic receptor [Anabarilius grahami].","Anabarilius grahami","Anabarilius","grahami","495550","male","muscle",408,"no","no","no",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Ostariophysi","Cypriniformes","Xenocyprididae","Xenocypridinae","Xenocypridinae","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Xenocyprididae; Xenocypridinae; Xenocypridinae",NA,NA,NA,NA
"XP_002120235","alpha-2 adrenergic receptor [Ciona intestinalis].","Ciona intestinalis","Ciona","intestinalis","7719",NA,NA,557,"no","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eukaryota","Metazoa","Chordata","Tunicata","Ascidiacea","Phlebobranchia",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota; Metazoa; Chordata; Tunicata; Ascidiacea; Phlebobranchia",NA,NA,NA,NA
"AWO97625","Alpha-2 adrenergic receptor [Scophthalmus maximus].","Scophthalmus maximus","Scophthalmus","maximus","52904",NA,NA,433,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Carangaria","Pleuronectiformes","Pleuronectoidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Carangaria; Pleuronectiformes; Pleuronectoidei",NA,NA,NA,NA
"OWF42719","Alpha-2 adrenergic receptor [Mizuhopecten yessoensis].","Mizuhopecten yessoensis","Mizuhopecten","yessoensis","6573","male","whole organism",493,"no","no","no",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Spiralia","Lophotrochozoa","Mollusca","Bivalvia","Autobranchia","Pteriomorphia","Pectinida","Pectinoidea","Pectinidae",NA,NA,NA,"Eukaryota; Metazoa; Spiralia; Lophotrochozoa; Mollusca; Bivalvia; Autobranchia; Pteriomorphia; Pectinida; Pectinoidea; Pectinidae",NA,NA,NA,NA
"APC23843","alpha-2 adrenergic receptor [Platynereis dumerilii].","Platynereis dumerilii","Platynereis","dumerilii","6359",NA,NA,619,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Spiralia","Lophotrochozoa","Annelida","Polychaeta",NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota; Metazoa; Spiralia; Lophotrochozoa; Annelida; Polychaeta",NA,NA,NA,NA
"JAQ70295","Alpha-2 adrenergic receptor [Fundulus heteroclitus].","Fundulus heteroclitus","Fundulus","heteroclitus","8078",NA,NA,402,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Ovalentaria","Atherinomorphae","Cyprinodontiformes","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Ovalentaria; Atherinomorphae; Cyprinodontiformes",NA,NA,NA,NA
"KYN39970","Alpha-2 adrenergic receptor [Trachymyrmex septentrionalis].","Trachymyrmex septentrionalis","Trachymyrmex","septentrionalis","34720",NA,"Whole body",429,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Ecdysozoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita",NA,NA,NA,"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Hymenoptera; Apocrita",NA,NA,NA,NA
"KDR19812","Alpha-2 adrenergic receptor [Zootermopsis nevadensis].","Zootermopsis nevadensis","Zootermopsis","nevadensis","136037",NA,"whole organism",482,"no","no","no",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Ecdysozoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Dictyoptera","Blattodea",NA,NA,NA,"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Polyneoptera; Dictyoptera; Blattodea",NA,NA,NA,NA
"AAA42034","alpha-2-adrenergic receptor [Rattus norvegicus].","Rattus norvegicus","Rattus","norvegicus","10116",NA,"liver",450,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Mammalia","Eutheria","Euarchontoglires","Glires","Rodentia","Myomorpha",NA,NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha",NA,NA,NA,NA
"AAA37131","alpha-2 adrenergic receptor [Mus musculus].","Mus musculus","Mus","musculus","10090",NA,NA,448,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Mammalia","Eutheria","Euarchontoglires","Glires","Rodentia","Myomorpha",NA,NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha",NA,NA,NA,NA
"XP_002734932","alpha-2C adrenergic receptor-like [Saccoglossus kowalevskii].","Saccoglossus kowalevskii","Saccoglossus","kowalevskii","10224","male","testes",464,"no","receptor-like","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Hemichordata","Enteropneusta","Harrimaniidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eukaryota; Metazoa; Hemichordata; Enteropneusta; Harrimaniidae",NA,NA,NA,NA
